Unnamed: 0,customer_id,gender,location,partner,dependents,senior,Tenure,monthly_cost,package,survey,Class
5662,G2090,Female,West Midlands,0,1,0,7.0,,1,4.0,Churn=No
5663,D8058,Male,Greater Manchester,1,1,0,0.0,,4,7.0,Churn=No
5664,G7821,Male,Kent,1,0,0,1.0,,1,3.0,Churn=Yes
5665,F9519,Female,Devon,1,1,0,0.0,,4,6.0,Churn=No
5666,I6888,Male,Merseyside,1,1,0,4.0,,3,7.0,Churn=No
5667,H5451,Male,Greater London,0,1,0,8.0,,4,3.0,Churn=No
5668,J1040,Male,Devon,1,1,0,10.0,,3,6.0,Churn=No
5669,F5302,Male,West Midlands,1,0,1,12.0,,2,2.0,Churn=Yes
5670,E6742,Male,North Yorkshire,1,1,0,17.0,,1,7.0,Churn=No
5671,C4432,Female,Greater Manchester,0,0,0,1.0,,4,4.696087084436599,Churn=Yes
5672,K3895,Male,Lancashire,1,1,0,0.0,,4,8.0,Churn=No
5673,E8755,Female,Greater Manchester,1,1,0,6.0,,4,0.0,Churn=No
5674,B4674,Male,Surrey,1,1,0,8.0,,3,4.696087084436599,Churn=No
5675,E1134,Female,Greater London,0,1,0,11.0,,1,3.0,Churn=Yes
5676,F6443,Female,Lancashire,1,1,0,6.0,,4,7.0,Churn=No
5677,K1515,Male,South Yorkshire,0,1,1,19.0,,2,10.0,Churn=Yes
5678,I4071,Male,Essex,0,1,0,3.0,,3,5.0,Churn=No
5679,C9091,Male,Greater London,1,1,1,11.0,,2,3.0,Churn=No
5680,E7507,Female,Merseyside,1,1,0,7.0,,4,3.0,Churn=No
5681,J1053,Female,South Yorkshire,0,1,0,15.0,,2,5.0,Churn=No
5682,H5747,Male,Greater Manchester,0,1,1,9.0,,2,7.0,Churn=No
5683,E4619,Female,West Midlands,0,1,0,7.0,,3,4.0,Churn=Yes
5684,H7635,Female,Greater London,1,1,0,20.0,,4,4.696087084436599,Churn=No
5685,C6408,Male,Greater London,1,1,0,14.0,$26354,2,3.0,
5686,G6535,Male,Greater London,0,1,0,15.0,,3,4.0,Churn=No
5687,H4718,Male,Greater London,0,1,0,0.0,,2,7.0,Churn=Yes
5688,K4723,Male,Greater London,1,1,0,14.0,,2,5.0,Churn=No
5689,F6547,Male,West Midlands,0,1,0,13.0,,1,9.0,Churn=No
5690,E9144,Female,Greater London,1,1,0,6.0,,3,6.0,Churn=No
5691,K4683,Male,Kent,1,1,0,21.0,,1,7.0,Churn=No
5692,J3291,Male,Devon,0,0,0,3.0,,1,1.0,Churn=Yes
5693,C7092,Male,Greater Manchester,0,1,1,10.0,,2,7.0,Churn=No
5694,E3003,Female,Greater Manchester,1,1,0,15.0,,4,6.0,Churn=No
5695,I7166,Male,South Yorkshire,0,1,0,13.0,,1,5.0,Churn=No
5696,G4416,Female,Hertfordshire,0,1,0,5.0,,1,7.0,Churn=No
5697,B4083,Male,West Yorkshire,0,1,0,10.0,,1,9.0,Churn=No
5698,G1246,Male,Hampshire,1,1,0,15.0,,4,7.0,Churn=No
5699,E6428,Male,Essex,0,1,1,2.0,,2,8.0,Churn=No
5700,E3421,Male,West Midlands,1,1,1,8.0,,2,8.0,Churn=No
5701,C7484,Female,Greater London,1,1,0,17.0,,1,5.0,Churn=No
5702,A3031,Male,Merseyside,0,1,0,4.0,,2,6.0,Churn=No
5703,H4791,Female,Greater Manchester,0,1,0,19.0,,1,6.0,Churn=No
5704,G8042,Male,West Yorkshire,1,1,0,14.0,,4,1.0,Churn=No
5705,A1277,Male,Greater Manchester,0,1,0,14.0,,1,3.0,Churn=No
5706,H8546,Female,West Yorkshire,0,1,0,19.0,,2,3.0,Churn=Yes
5707,H3746,Female,Kent,1,1,0,9.0,,2,5.0,Churn=No
5708,B8237,Female,Greater Manchester,1,1,0,13.0,,4,1.0,Churn=Yes
5709,K4205,Female,Merseyside,0,1,0,8.0,,1,4.0,Churn=Yes
5710,E6774,Male,Essex,1,1,0,8.0,,4,1.0,Churn=No
5711,A9394,Male,South Yorkshire,1,1,0,20.0,,1,6.0,Churn=No
5712,H9881,Male,Greater London,1,1,0,11.0,,4,2.0,Churn=No
5713,C2983,Female,South Yorkshire,1,0,0,1.0,,3,3.0,Churn=Yes
5714,H3301,Male,Greater London,1,1,0,18.0,,4,7.0,Churn=No
5715,A5981,Female,West Midlands,0,1,0,22.0,,2,4.0,Churn=No
5716,C8989,Female,Greater London,1,1,0,10.0,,4,5.0,Churn=No
5717,G5138,Female,Greater London,1,1,0,12.0,,3,6.0,Churn=No
5718,K9884,Male,Greater London,0,0,0,2.0,,1,3.0,Churn=Yes
5719,D5119,Male,West Midlands,1,1,0,7.0,,3,1.0,Churn=No
5720,F3198,Female,Greater London,1,1,0,11.0,,4,6.0,Churn=No
5721,K9058,Female,West Yorkshire,0,1,0,6.0,,1,8.0,Churn=No
5722,C1652,Female,Lancashire,1,1,0,8.0,,3,5.0,Churn=No
5723,B7613,Female,Greater London,0,0,1,6.0,,1,4.0,Churn=No
5724,B6665,Male,Hertfordshire,0,1,0,19.0,,1,4.0,Churn=No
5725,I5772,Female,Hampshire,0,1,1,9.0,,2,8.0,Churn=No
5726,G1983,Male,Greater London,0,0,0,0.0,,1,2.0,Churn=Yes
5727,K2173,Female,South Yorkshire,0,0,0,2.0,,1,0.0,Churn=Yes
5728,E1730,Male,Essex,0,1,1,1.0,,2,8.0,Churn=No
5729,C7815,Male,Hampshire,1,0,1,2.0,,2,4.0,Churn=Yes
5730,I3624,Male,North Yorkshire,1,1,0,8.0,,4,5.0,Churn=No
5731,K6239,Female,West Yorkshire,0,1,0,1.0,,1,6.0,Churn=No
5732,G4534,Male,Greater Manchester,1,1,1,16.0,,2,4.0,Churn=No
5733,A2343,Female,Greater London,0,0,0,1.0,,1,4.696087084436599,Churn=Yes
5734,D2392,Female,Kent,0,1,0,13.0,,2,7.0,Churn=No
5735,K4995,Male,West Midlands,0,0,0,3.0,,1,2.0,Churn=Yes
5736,F4825,Male,Greater London,1,1,1,7.0,,2,4.696087084436599,Churn=No
5737,J1683,Female,Greater Manchester,1,1,0,3.0,,4,5.0,Churn=No
5738,J7818,Male,Greater London,0,1,0,14.0,,4,4.0,Churn=No
5739,J7777,Female,West Yorkshire,0,1,0,14.0,,1,5.0,Churn=No
5740,I1570,Female,Hertfordshire,0,0,0,1.0,,2,4.696087084436599,Churn=Yes
5741,J8291,Male,Greater London,0,0,1,0.0,,1,5.0,Churn=No
5742,J3442,Male,Kent,0,1,0,17.0,,1,5.0,Churn=No
5743,H6553,Male,South Yorkshire,0,1,0,3.0,,1,5.0,Churn=Yes
5744,B8876,Male,Hampshire,1,1,0,16.0,,4,6.0,Churn=No
5745,J6373,Male,Greater London,1,1,0,16.0,,4,6.0,Churn=No
5746,K3615,Female,Devon,0,1,0,17.0,,1,4.696087084436599,Churn=Yes
5747,E3572,Male,Devon,0,1,0,5.0,,1,3.0,Churn=Yes
5748,A7645,Male,Greater Manchester,0,1,0,14.0,,3,6.0,Churn=No
5749,I8304,Male,South Yorkshire,0,1,0,14.0,,1,5.0,Churn=No
5750,B8829,Female,North Yorkshire,1,1,0,25.0,,4,7.0,Churn=No
5751,J5298,Female,North Yorkshire,1,1,0,7.0,,4,1.0,Churn=No
5752,E1774,Male,Essex,0,1,0,8.0,,2,4.696087084436599,Churn=No
5753,F2706,Female,West Midlands,1,1,0,16.0,,3,7.0,Churn=No
5754,H7456,Male,Greater London,0,0,0,1.0,,2,1.0,Churn=Yes
5755,D8151,Male,Essex,1,1,0,0.0,,3,4.0,Churn=Yes
5756,K1672,Female,West Midlands,1,1,0,11.0,,2,4.0,Churn=No
5757,B5782,Male,Greater London,1,1,0,11.0,,2,7.0,Churn=No
5758,H3792,Female,Greater Manchester,0,1,0,8.0,,1,3.0,Churn=Yes
5759,E6851,Female,West Midlands,0,0,0,0.0,,4,1.0,Churn=Yes
5760,H5019,Female,Greater London,1,1,1,7.0,,2,4.696087084436599,Churn=No
5761,E7181,Male,Greater London,0,0,1,1.0,,2,3.0,Churn=Yes
5762,E8242,Male,Greater Manchester,1,1,1,11.0,,2,5.0,Churn=No
5763,A9282,Female,Hampshire,0,0,0,5.0,,2,1.0,Churn=No
5764,E6496,Female,Greater London,0,1,0,10.0,,4,7.0,Churn=No
5765,A5232,Female,Lancashire,1,1,0,11.0,,1,3.0,Churn=No
5766,E8404,Female,West Yorkshire,1,1,0,17.0,,2,6.0,Churn=No
5767,C1616,Male,Lancashire,1,1,0,16.0,,3,7.0,Churn=No
5768,E6699,Female,Greater Manchester,0,0,0,1.0,,1,3.0,Churn=Yes
5769,H5227,Female,West Yorkshire,1,1,0,16.0,,4,3.0,Churn=No
5770,G2978,Male,West Yorkshire,1,1,0,9.0,,4,7.0,Churn=No
5771,A7559,Male,Nottinghamshire,0,1,1,21.0,,2,6.0,Churn=No
5772,F2693,Male,Merseyside,1,1,0,16.0,,4,7.0,Churn=No
5773,I7717,Female,Greater London,1,1,0,5.0,,3,2.0,Churn=No
5774,C7513,Female,Greater London,0,0,0,0.0,,1,3.0,Churn=Yes
5775,J3669,Female,Devon,1,1,0,3.0,,1,3.0,Churn=No
5776,F3961,Male,Greater Manchester,0,1,1,9.0,,2,8.0,Churn=No
5777,I4253,Male,West Midlands,0,1,0,12.0,,1,6.0,Churn=No
5778,F9639,Male,West Yorkshire,0,1,0,14.0,,1,4.0,Churn=No
5779,A7310,Female,Merseyside,0,1,0,9.0,,2,7.0,Churn=No
5780,K4998,Male,Essex,1,1,0,8.0,,4,6.0,Churn=No
5781,D3931,Female,Essex,1,1,1,10.0,,3,3.0,Churn=Yes
5782,B1210,Female,Merseyside,1,0,0,5.0,,2,0.0,Churn=Yes
5783,E2204,Male,Greater London,0,0,0,2.0,,1,4.0,Churn=Yes
5784,F9416,Male,Devon,0,1,0,9.0,,1,3.0,Churn=Yes
5785,A2694,Female,Surrey,1,1,0,7.0,,4,6.0,Churn=No
5786,G3118,Male,South Yorkshire,0,0,1,6.0,,2,4.696087084436599,Churn=No
5787,A6147,Male,Greater London,1,1,1,7.0,$32102,2,6.0,
5788,G2363,Male,West Midlands,0,0,1,0.0,,2,5.0,Churn=No
5789,J2256,Female,Greater London,1,1,0,13.0,,4,7.0,Churn=No
5790,F4611,Female,Devon,1,1,0,17.0,,3,5.0,Churn=No
5791,D2336,Female,North Yorkshire,1,1,1,15.0,,2,5.0,Churn=No
5792,J3399,Male,Greater Manchester,0,1,0,12.0,,1,5.0,Churn=Yes
5793,D7139,Female,Greater Manchester,0,1,0,14.0,,2,1.0,Churn=Yes
5794,K2777,Female,Greater London,1,1,0,16.0,,4,5.0,Churn=No
5795,H7103,Female,Greater Manchester,0,0,1,2.0,,2,5.0,Churn=No
5796,H2910,Male,Essex,0,1,0,13.0,,2,6.0,Churn=No
5797,G1461,Female,South Yorkshire,0,1,0,7.0,,2,8.0,Churn=No
5798,I4225,Female,Lancashire,0,0,0,3.0,,1,4.0,Churn=Yes
5799,K3019,Male,Devon,1,1,0,6.0,$38638,4,8.0,
5800,H8369,Female,West Yorkshire,0,1,0,9.0,,1,1.0,Churn=Yes
5801,E6851,Male,Greater London,0,1,1,1.0,,2,7.0,Churn=No
5802,A1350,Male,Greater Manchester,0,1,0,1.0,,1,10.0,Churn=Yes
5803,C8947,Male,Greater Manchester,1,1,0,10.0,,4,4.696087084436599,Churn=No
5804,C3026,Male,South Yorkshire,0,1,0,8.0,,1,6.0,Churn=No
5805,H2643,Female,Merseyside,0,1,1,11.0,,2,4.696087084436599,Churn=No
5806,D5329,Female,Greater Manchester,1,0,0,3.0,,1,0.0,Churn=Yes
5807,B9051,Female,Hertfordshire,0,1,0,17.0,,2,7.0,Churn=No
5808,F5004,Female,Surrey,1,1,0,7.0,,4,2.0,Churn=No
5809,B8745,Female,Kent,1,1,0,21.0,,3,4.696087084436599,Churn=No
5810,B4282,Female,Merseyside,0,0,0,0.0,,1,1.0,Churn=Yes
5811,K9603,Male,Kent,1,1,0,10.0,,4,7.0,Churn=No
5812,H7955,Male,Greater London,0,1,0,4.0,,4,7.0,Churn=No
5813,G6304,Female,Greater London,0,1,0,8.0,,1,4.696087084436599,Churn=No
5814,H6611,Female,Merseyside,0,1,0,11.0,,1,5.0,Churn=No
5815,I8425,Male,Greater London,0,0,1,13.0,,2,3.0,Churn=Yes
5816,F7837,Male,Devon,1,1,0,6.0,,4,5.0,Churn=No
5817,E6205,Male,Surrey,0,1,1,14.0,,2,4.0,Churn=No
5818,D3945,Female,West Midlands,1,1,0,14.0,,3,7.0,Churn=No
5819,J8651,Male,Merseyside,1,1,0,7.0,,3,1.0,Churn=No
5820,A5344,Female,West Yorkshire,0,1,0,12.0,,1,8.0,Churn=Yes
5821,D9963,Male,Greater London,0,1,0,4.0,,2,4.0,Churn=Yes
5822,D9522,Male,West Midlands,0,1,0,1.0,,2,6.0,Churn=Yes
5823,H1249,Female,Greater London,1,1,0,9.0,,1,6.0,Churn=No
5824,E4560,Male,West Yorkshire,1,1,0,15.0,,4,7.0,Churn=No
5825,G5008,Female,Merseyside,1,1,0,18.0,,4,4.696087084436599,Churn=No
5826,H2229,Male,West Yorkshire,1,1,0,15.0,,4,8.0,Churn=No
5827,B4218,Female,Greater London,0,0,0,2.0,,4,0.0,Churn=Yes
5828,J3588,Male,North Yorkshire,1,1,0,8.0,,4,3.0,Churn=No
5829,D5969,Female,West Midlands,0,1,0,14.0,,1,5.0,Churn=No
5830,A5059,Female,West Midlands,0,0,0,1.0,,1,4.696087084436599,Churn=Yes
5831,J7499,Male,Greater London,1,1,0,10.0,,3,4.696087084436599,Churn=No
5832,K2622,Male,West Midlands,0,1,0,1.0,,1,6.0,Churn=Yes
5833,B1479,Female,Kent,0,0,0,1.0,,1,2.0,Churn=Yes
5834,K4795,Male,Greater London,0,0,0,2.0,,2,1.0,Churn=Yes
5835,G3203,Male,Hampshire,0,1,0,4.0,,3,4.0,Churn=No
5836,H2069,Female,Essex,1,1,0,4.0,,3,7.0,Churn=No
5837,D5291,Male,Hertfordshire,0,0,0,2.0,,1,2.0,Churn=Yes
5838,H2339,Male,Hertfordshire,1,1,0,13.0,,4,5.0,Churn=No
5839,A2011,Female,West Yorkshire,1,1,0,15.0,,3,7.0,Churn=No
5840,B9328,Female,Hertfordshire,0,0,1,11.0,$41726,2,4.0,
5841,E5551,Female,Greater Manchester,0,1,0,16.0,,2,4.0,Churn=No
5842,H8488,Female,Merseyside,0,0,0,0.0,,1,5.0,Churn=No
5843,K4671,Female,West Yorkshire,0,1,1,14.0,,2,6.0,Churn=No
5844,C8566,Female,West Midlands,1,1,0,19.0,,4,6.0,Churn=No
5845,B2792,Male,Nottinghamshire,1,1,0,14.0,$45420,4,5.0,
5846,B9072,Male,Devon,1,1,0,8.0,,2,8.0,Churn=No
5847,K6368,Female,Greater London,1,1,0,3.0,,3,8.0,Churn=No
5848,H2687,Male,Greater London,1,1,0,0.0,,4,5.0,Churn=No
5849,C2159,Male,Greater London,1,1,0,11.0,,4,4.0,Churn=No
5850,H2019,Female,South Yorkshire,0,1,1,19.0,,2,2.0,Churn=Yes
5851,I9475,Female,Greater London,1,1,1,20.0,,2,4.0,Churn=Yes
5852,G4113,Female,Greater London,0,0,0,1.0,,2,3.0,Churn=Yes
5853,J1497,Male,Kent,0,0,0,2.0,,1,4.0,Churn=Yes
5854,G3100,Male,Greater London,1,1,0,0.0,,3,4.696087084436599,Churn=Yes
5855,E1066,Male,Greater London,0,1,1,5.0,,2,7.0,Churn=No
5856,D7177,Female,Greater Manchester,1,1,0,1.0,,4,5.0,Churn=No
5857,F1384,Female,West Midlands,0,1,1,4.0,,2,7.0,Churn=No
5858,B7815,Male,Greater London,0,1,0,5.0,,3,4.0,Churn=No
5859,B2163,Male,Surrey,0,0,1,1.0,$36518,2,3.0,
5860,I3312,Male,Hampshire,0,0,0,2.0,,3,1.0,Churn=Yes
5861,K5585,Male,Kent,1,0,1,5.0,,2,3.0,Churn=No
5862,K4499,Female,Greater London,0,1,0,14.0,,4,5.0,Churn=No
5863,G8395,Male,Greater London,1,1,0,12.0,,2,7.0,Churn=No
5864,B2348,Male,Greater London,0,0,0,3.0,,3,3.0,Churn=Yes
5865,G1321,Male,Greater London,0,1,0,15.0,,1,2.0,Churn=Yes
5866,B5578,Female,North Yorkshire,0,1,0,13.0,,1,6.0,Churn=No
5867,F5833,Female,Greater London,1,1,0,7.0,,4,4.696087084436599,Churn=No
5868,H5552,Male,Hampshire,0,1,0,11.0,,1,1.0,Churn=No
5869,D1303,Male,Greater Manchester,1,1,0,10.0,,1,6.0,Churn=No
5870,A5894,Male,Greater London,0,1,0,18.0,,2,6.0,Churn=No
5871,K4412,Male,Greater London,1,1,0,15.0,,4,2.0,Churn=No
5872,F1771,Female,West Midlands,1,1,0,11.0,,1,7.0,Churn=No
5873,F1249,Female,Greater London,0,0,0,0.0,,2,5.0,Churn=Yes
5874,G3488,Male,Greater London,0,0,0,0.0,,4,4.0,Churn=Yes
5875,H6393,Male,Greater London,0,1,0,22.0,,1,7.0,Churn=No
5876,J2896,Female,Greater London,0,0,1,7.0,,2,4.696087084436599,Churn=No
5877,C3888,Female,West Midlands,1,1,0,14.0,,1,4.0,Churn=No
5878,K7534,Female,Greater London,1,1,0,15.0,,3,4.0,Churn=No
5879,G8256,Male,Merseyside,1,1,0,16.0,,4,5.0,Churn=No
5880,H8187,Female,Greater London,0,1,0,1.0,,1,6.0,Churn=No
5881,F7137,Male,West Midlands,0,1,0,22.0,,1,7.0,Churn=No
5882,K8204,Female,West Midlands,0,1,1,23.0,,2,3.0,Churn=Yes
5883,H3688,Female,South Yorkshire,1,1,0,9.0,,4,4.0,Churn=No
5884,G6039,Male,West Yorkshire,1,1,0,6.0,,3,9.0,Churn=No
5885,B2388,Male,Hampshire,1,1,0,16.0,,3,3.0,Churn=No
5886,G3134,Female,Hertfordshire,1,1,0,8.0,,1,5.0,Churn=No
5887,E5647,Female,Devon,0,1,1,11.0,,2,7.0,Churn=No
5888,K1692,Female,West Midlands,1,1,0,8.0,,2,6.0,Churn=No
5889,B9047,Female,North Yorkshire,1,1,0,12.0,,2,7.0,Churn=No
5890,B5447,Female,Greater London,0,0,0,1.0,,1,5.0,Churn=Yes
5891,J5275,Male,Lancashire,0,0,0,2.0,,2,1.0,Churn=Yes
5892,F7122,Female,Greater London,1,1,0,4.0,,2,4.696087084436599,Churn=No
5893,B8814,Female,Kent,1,1,0,0.0,,3,4.696087084436599,Churn=No
5894,I9894,Female,Greater London,0,1,0,8.0,,1,6.0,Churn=No
5895,A3658,Male,Merseyside,1,1,0,10.0,,1,7.0,Churn=No
5896,K9645,Male,West Midlands,0,1,0,11.0,,1,7.0,Churn=No
5897,C9625,Female,Essex,1,1,1,8.0,,2,7.0,Churn=No
5898,F1166,Female,Kent,1,1,0,12.0,,3,3.0,Churn=No
5899,H8773,Female,Surrey,0,0,0,0.0,,1,1.0,Churn=Yes
5900,C2982,Male,Kent,1,1,0,0.0,,3,4.0,Churn=No
5901,B8294,Female,Greater London,0,0,0,1.0,,1,2.0,Churn=Yes
5902,D9417,Male,Greater London,0,1,0,9.0,,1,7.0,Churn=No
5903,F4654,Male,West Yorkshire,1,1,0,21.0,,3,4.696087084436599,Churn=No
5904,F2353,Female,Hertfordshire,0,1,0,11.0,,2,3.0,Churn=Yes
5905,A2485,Female,North Yorkshire,0,0,0,2.0,,2,4.696087084436599,Churn=Yes
5906,I9860,Male,Greater London,1,1,0,24.0,,2,2.0,Churn=Yes
5907,B4883,Female,Lancashire,1,0,1,1.0,,4,3.0,Churn=Yes
5908,E1613,Male,Lancashire,0,1,0,9.0,,1,5.0,Churn=No
5909,B7459,Male,Hampshire,1,1,0,2.0,,2,3.0,Churn=No
5910,I2134,Male,Surrey,1,1,0,4.0,,4,7.0,Churn=No
5911,E3699,Female,Hampshire,0,0,0,0.0,,4,3.0,Churn=Yes
5912,F9768,Female,Greater London,1,1,0,5.0,,3,1.0,Churn=Yes
5913,H3295,Male,Greater London,0,1,0,0.0,,1,6.0,Churn=No
5914,G5817,Female,Lancashire,0,0,1,8.0,,2,0.0,Churn=Yes
5915,H8022,Male,Lancashire,1,1,0,11.0,,4,2.0,Churn=Yes
5916,A5317,Male,North Yorkshire,1,1,0,19.0,,4,4.696087084436599,Churn=No
5917,J8645,Female,Greater Manchester,0,0,1,1.0,,2,2.0,Churn=Yes
5918,H5419,Female,Greater London,1,1,0,8.0,,2,4.0,Churn=No
5919,I8314,Female,South Yorkshire,1,1,0,20.0,,3,1.0,Churn=No
5920,E1602,Female,Greater Manchester,0,1,0,13.0,,2,5.0,Churn=No
5921,C8401,Male,Greater Manchester,0,0,0,5.0,,2,1.0,Churn=No
5922,D4323,Female,South Yorkshire,1,1,0,11.0,,4,4.0,Churn=No
5923,E6545,Male,Essex,1,1,0,12.0,,4,6.0,Churn=No
5924,H3267,Male,Greater London,0,0,0,1.0,,1,4.0,Churn=Yes
5925,B2189,Female,West Midlands,0,1,1,3.0,,2,7.0,Churn=No
5926,A1207,Male,Hertfordshire,1,1,0,9.0,,1,4.0,Churn=No
5927,D1073,Male,Merseyside,1,0,0,1.0,,3,1.0,Churn=Yes
5928,F5951,Female,Essex,0,1,0,1.0,,3,9.0,Churn=Yes
5929,D3684,Male,Greater London,0,1,0,0.0,,3,6.0,Churn=Yes
5930,D4994,Male,South Yorkshire,1,1,0,10.0,,4,7.0,Churn=No
5931,B1157,Female,Greater London,1,1,0,10.0,,4,3.0,Churn=No
5932,B4082,Male,West Midlands,1,1,1,19.0,,2,6.0,Churn=No
5933,G1164,Male,Greater London,0,0,1,9.0,,2,2.0,Churn=Yes
5934,H7699,Male,West Midlands,1,1,0,8.0,,3,7.0,Churn=No
5935,E9049,Male,Merseyside,1,1,1,10.0,,2,5.0,Churn=No
5936,G3394,Female,Greater London,0,1,0,10.0,,1,5.0,Churn=No
5937,H1383,Female,Greater London,1,1,0,18.0,,4,4.0,Churn=No
5938,C8480,Female,Greater Manchester,0,0,0,3.0,,1,1.0,Churn=Yes
5939,C1325,Female,Greater London,1,1,0,11.0,,4,10.0,Churn=No
5940,A1944,Female,Greater London,1,1,0,6.0,,2,7.0,Churn=No
5941,J3415,Male,Greater London,1,1,0,16.0,,2,5.0,Churn=No
5942,F7439,Male,Hampshire,0,1,0,13.0,,1,9.0,Churn=No
5943,E2976,Female,Greater Manchester,1,1,0,10.0,,3,5.0,Churn=No
5944,I4595,Male,Greater London,0,1,1,12.0,,2,6.0,Churn=No
5945,K6390,Male,Lancashire,0,1,0,9.0,,2,5.0,Churn=No
5946,G3464,Male,Essex,1,1,0,11.0,,4,6.0,Churn=No
5947,K6474,Male,Kent,1,1,0,5.0,,4,4.696087084436599,Churn=No
5948,E7263,Female,West Midlands,0,0,0,0.0,,1,4.0,Churn=Yes
5949,H5453,Male,Greater London,1,1,0,18.0,,2,10.0,Churn=No
5950,J2687,Female,Greater London,0,0,1,6.0,,2,2.0,Churn=Yes
5951,K6333,Male,Greater London,0,0,1,9.0,,2,4.0,Churn=Yes
5952,K2661,Male,Greater London,0,1,0,0.0,,1,7.0,Churn=Yes
5953,A7946,Female,Greater London,1,1,0,18.0,,4,4.0,Churn=No
5954,G5680,Male,Kent,1,1,0,4.0,,4,5.0,Churn=No
5955,G3112,Male,Greater Manchester,0,1,1,0.0,,2,8.0,Churn=No
5956,A6261,Male,West Yorkshire,1,1,0,14.0,,3,5.0,Churn=No
5957,B9595,Female,Merseyside,1,1,0,19.0,,4,7.0,Churn=No
5958,A7215,Female,Greater London,0,0,0,2.0,,1,1.0,Churn=Yes
5959,E6745,Male,South Yorkshire,1,1,0,13.0,,1,5.0,Churn=No
5960,F3162,Female,Greater London,0,1,0,8.0,,3,7.0,Churn=No
5961,E1176,Male,Hampshire,0,1,0,2.0,,1,6.0,Churn=Yes
5962,K1152,Male,Greater Manchester,1,1,0,22.0,,3,4.696087084436599,Churn=No
5963,C7894,Male,South Yorkshire,0,1,1,6.0,,2,7.0,Churn=No
5964,F8992,Male,Hampshire,0,0,1,0.0,,2,0.0,Churn=Yes
5965,D8524,Male,Greater London,1,1,0,14.0,,4,6.0,Churn=Yes
5966,A9950,Female,Greater London,1,1,0,5.0,,2,8.0,Churn=No
5967,K6353,Female,North Yorkshire,1,1,0,13.0,,4,6.0,Churn=No
5968,A6263,Male,West Midlands,1,0,0,1.0,,3,1.0,Churn=Yes
5969,E7950,Female,Greater London,1,1,0,7.0,,4,7.0,Churn=No
5970,C6651,Male,Essex,0,1,0,1.0,,1,6.0,Churn=No
5971,F8456,Female,Essex,0,0,0,2.0,,4,4.696087084436599,Churn=Yes
5972,J7605,Male,Greater London,1,1,0,6.0,,4,6.0,Churn=No
5973,F4997,Female,South Yorkshire,1,1,0,21.0,,4,6.0,Churn=No
5974,B2933,Female,Hampshire,1,1,0,16.0,,4,0.0,Churn=No
5975,F5115,Male,Greater London,1,1,0,7.0,,3,0.0,Churn=Yes
5976,D3425,Female,Greater London,0,1,0,16.0,,3,0.0,Churn=Yes
5977,A1492,Female,Hampshire,0,0,1,0.0,,2,5.0,Churn=No
5978,G8843,Female,Surrey,0,0,1,5.0,,2,0.0,Churn=Yes
5979,H1092,Female,South Yorkshire,1,1,1,1.0,,2,6.0,Churn=No
5980,D4545,Male,Greater London,0,0,0,0.0,,1,5.0,Churn=Yes
5981,J7928,Female,South Yorkshire,1,0,1,11.0,,2,1.0,Churn=Yes
5982,C5222,Male,Greater London,0,1,0,18.0,,1,4.0,Churn=No
5983,C8626,Female,Surrey,0,1,0,5.0,,2,5.0,Churn=No
5984,I5170,Male,North Yorkshire,1,1,0,11.0,,4,6.0,Churn=No
5985,E9119,Male,Essex,1,1,0,14.0,,3,6.0,Churn=No
5986,E3443,Male,Kent,1,1,0,20.0,,4,5.0,Churn=No
5987,K2175,Male,West Midlands,1,1,0,16.0,,3,5.0,Churn=No
5988,K1182,Male,Hertfordshire,0,1,0,6.0,,2,2.0,Churn=Yes
5989,B3709,Male,Hertfordshire,1,1,0,3.0,,3,8.0,Churn=No
5990,J8009,Female,Greater Manchester,0,0,0,0.0,,1,1.0,Churn=Yes
5991,E5143,Male,Greater London,0,0,1,6.0,,2,3.0,Churn=No
5992,F1861,Male,West Yorkshire,0,1,0,15.0,,1,5.0,Churn=No
5993,I3097,Male,West Midlands,1,1,0,12.0,,1,5.0,Churn=No
5994,I2251,Female,Hertfordshire,0,1,1,20.0,,2,7.0,Churn=No
5995,D4775,Female,Greater London,1,1,0,17.0,,3,4.696087084436599,Churn=No
5996,B1202,Male,Kent,0,1,0,21.0,,1,1.0,Churn=Yes
5997,E8038,Male,Greater London,0,0,0,0.0,,1,2.0,Churn=Yes
5998,E1364,Female,Hampshire,1,1,0,14.0,,4,3.0,Churn=No
5999,F6041,Female,Greater London,0,0,0,0.0,,2,5.0,Churn=Yes
6000,D2601,Female,Surrey,1,1,0,17.0,,1,5.0,Churn=No
6001,D9775,Male,Greater London,0,1,0,20.0,,1,9.0,Churn=No
6002,B3102,Female,Greater London,0,1,0,9.0,,2,3.0,Churn=Yes
6003,F5770,Female,Essex,0,1,0,10.0,,1,7.0,Churn=No
6004,A8179,Male,Devon,0,1,0,14.0,,1,4.0,Churn=No
6005,F4010,Female,Merseyside,1,1,0,12.0,,4,5.0,Churn=No
6006,I3964,Female,West Yorkshire,1,1,0,18.0,,3,5.0,Churn=No
6007,J2639,Female,Greater Manchester,1,0,1,9.0,,2,2.0,Churn=No
6008,I6920,Male,Greater London,1,1,0,9.0,,4,5.0,Churn=No
6009,D5980,Male,South Yorkshire,1,1,0,16.0,,4,3.0,Churn=No
6010,E3885,Female,Greater London,0,0,0,0.0,,1,4.0,Churn=Yes
